Name,Nation,Club,League,OVR,POT,Age,Height,Weight,Position,Reputation,Value,Wage
Simon Piesinger,Austria , Wolfsberger AC , Austria Bundesliga (1),67,67,30,196cm,84kg,CB,1,£750K,£4.9K
Joe Willis,United States , Nashville SC , USA Major League Soccer (1),71,71,34,196cm,84kg,GK,1,£825K,£3.8K
Alvaro Montero,Colombia , , ,76,79,27,196cm,85kg,GK,1,£6.5M,£500
Wladimiro Falcone,Italy , Lecce , Italy Serie A (1),74,76,27,196cm,85kg,GK,1,£3.5M,£10K
Nicklas Helenius,Denmark , Aalborg BK , Denmark Superliga (1),69,69,31,196cm,85kg,ST,1,£1.1M,£7.2K
Marko Milovanovic,Serbia , UD Almeria , Spain Primera Division (1),67,76,19,196cm,85kg,ST,1,£2M,£4.9K
Ryan Bakayoko,France , Chamois Niortais FC , France Ligue 2 (2),62,73,20,196cm,85kg,ST,1,£800K,£1.1K
Ma Zhen,China PR , Shanghai Shenhua , China Super League (1),62,65,24,196cm,85kg,GK,1,£375K,£1.4K
Shanyder Borgelin,Haiti , Inter Miami , USA Major League Soccer (1),54,68,20,196cm,85kg,ST,1,£240K,£951
Matt Ridley,England , Sutton United , England League Two (4),53,59,22,196cm,85kg,CB,1,£120K,£1.2K
Goran Karacic,Bosnia Herzegovina , Adana Demirspor , Turkey S√ºper Lig (1),67,71,26,196cm,86kg,GK,1,£975K,£4.8K
Hugo Andersson,Sweden , Randers FC , Denmark Superliga (1),66,75,23,196cm,86kg,CB,1,£1.6M,£3K
Calvin Brackelmann,Germany , FC Ingolstadt 04 , Germany 3. Liga (3),63,72,23,196cm,86kg,"CB, LB",1,£900K,£1.4K
Zivko Kostadinovic,Switzerland , FC Zurich , Switzerland Super League (1),62,62,30,196cm,86kg,GK,1,£250K,£2.2K
Ole Erik Midtskogen,Norway , Odds Ballklubb , Norway Eliteserien (1),60,60,27,196cm,86kg,ST,1,£240K,£950
Taylor Foran,England , Hartlepool United , England League Two (4),60,71,18,196cm,86kg,CB,1,£425K,£500
Waleed Abdullah,Saudi Arabia , Al Nassr , Saudi Pro League (1),62,62,36,196cm,86kg,GK,1,£60K,£2.8K
Johannes Handl,Austria , Austria Wien , Austria Bundesliga (1),67,72,24,196cm,86kg,CB,1,£1.3M,£4.8K
Mark Spenkelink,Netherlands , RKC Waalwijk , Holland Eredivisie (1),58,63,25,196cm,86kg,GK,1,£210K,£951
Michael Kelly,Republic of Ireland , Carlisle United , England League Two (4),53,56,26,196cm,86kg,GK,1,£80K,£1.4K
Yann Aurel Bisseck,Germany , Aarhus GF , Denmark Superliga (1),71,82,21,196cm,87kg,CB,1,£3.5M,£5.9K
Arthur Desmas,France , Le Havre AC , France Ligue 2 (2),70,71,28,196cm,87kg,GK,1,£1.3M,£3.4K
Patrick Erras,Germany , Holstein Kiel , Germany 2. Bundesliga (2),68,68,27,196cm,87kg,"CDM, CB",1,£1000K,£6.5K
Louis Bostyn,Belgium , Zulte Waregem , Belgium Pro League (1),68,70,28,196cm,87kg,GK,1,£1000K,£4.3K
Jakub Wrabel,Poland , Widzew Aodz , Poland Ekstraklasa (1),63,64,26,196cm,87kg,GK,1,£375K,£1K
Williams Barlasina,Argentina , Newell's Old Boys , Argentina Primera Division (1),60,68,24,196cm,87kg,GK,1,£425K,£1.3K
Bartosz Cybulski,Poland , Derby County , England League One (3),54,67,19,196cm,87kg,ST,1,£230K,£750
Yanick Brecher,Switzerland , FC Zurich , Switzerland Super League (1),73,74,29,196cm,88kg,GK,1,£2.3M,£10.5K
Stefanos Kapino,Greece , Miedz Legnica , Poland Ekstraklasa (1),69,69,28,196cm,88kg,GK,1,£1000K,£1.8K
Lennart Moser,Germany , Eupen , Belgium Pro League (1),67,74,22,196cm,88kg,GK,1,£1.6M,£2.4K
Matej Kovar,Czech Republic , Sparta Praha , Rest of World,72,81,22,196cm,88kg,GK,1,£4.1M,£9.1K
Christopher Jullien,France , Montpellier HSC , France Ligue 1 (1),74,74,29,196cm,88kg,CB,2,£3.2M,£17.5K
Alessio Abibi,Albania , Perugia , Italy Serie B (2),55,57,25,196cm,88kg,GK,1,£110K,£500
Diego Lopez,Spain , Rayo Vallecano , Spain Primera Division (1),79,79,40,196cm,89kg,GK,3,£400K,£14K
David Carmo,Portugal , FC Porto , Portugal Primeira Liga (1),76,82,23,196cm,89kg,CB,1,£9.5M,£9.4K
Gustavo Henrique,Brazil , Fenerbahce , Turkey S√ºper Lig (1),72,72,29,196cm,89kg,CB,1,£1.8M,£34K
Hiroshi Ibusuki,Japan , Adelaide United , Australia A-League (1),64,64,31,196cm,89kg,ST,1,£450K,£1.5K
Eduardo Dos Santos Heasler,Germany , Werder Bremen , Germany 1. Bundesliga (1),61,66,23,196cm,89kg,GK,1,£350K,£2.2K
Sean Raggett,England , Portsmouth , England League One (3),66,67,28,196cm,89kg,CB,1,£725K,£3.5K
Adam Ingi Benediktsson,Iceland , IFK Goteborg , Sweden Allsvenskan (1),57,71,19,196cm,89kg,GK,1,£300K,£500
Robert Jones,Scotland , Finn Harps , Rep. Ireland Premier Division (1),52,53,27,196cm,89kg,ST,1,£80K,£500
Gianluigi Donnarumma,Italy , Paris Saint-Germain , France Ligue 1 (1),88,92,23,196cm,90kg,GK,3,£93.5M,£97K
Alban Lafont,France , FC Nantes , France Ligue 1 (1),80,85,23,196cm,90kg,GK,2,£28M,£18.5K
Paulo Gazzaniga,Argentina , Girona FC , Spain Primera Division (1),77,77,30,196cm,90kg,GK,1,£6.5M,£18K
Dan-Axel Zagadou,France , VfB Stuttgart , Germany 1. Bundesliga (1),74,81,23,196cm,90kg,CB,1,£7M,£15K
Daniel Schmidt,Japan , Sint-Truiden , Belgium Pro League (1),70,70,30,196cm,90kg,GK,1,£1000K,£5.7K
Kelle Roos,Netherlands , Aberdeen , Scotland Premiership (1),69,69,30,196cm,90kg,GK,1,£900K,£3K
Lachlan Jackson,Australia , Suwon FC , Korea K League 1 (1),69,69,27,196cm,90kg,"CB, LB",1,£1.2M,£3.3K
Vincent Vermeij,Netherlands , SC Freiburg II , Germany 3. Liga (3),68,68,28,196cm,90kg,ST,1,£1.1M,£2.3K
Kevin Tapoko,France , Stade Lavallois MFC , France Ligue 2 (2),63,63,28,196cm,90kg,"CDM, CM",1,£375K,£1.2K
Jay Rich-Baghuelou,Australia , Accrington Stanley , England League One (3),61,69,22,196cm,90kg,"CB, LB",1,£625K,£800
Sonny Bradley,England , Luton Town , England Championship (2),70,70,30,196cm,90kg,CB,1,£1.2M,£15.5K
Sergio Rico,Spain , Paris Saint-Germain , France Ligue 1 (1),74,76,28,196cm,90kg,GK,2,£3.6M,£38.5K
Zhang Jianzhi,China PR , Guangzhou FC , China Super League (1),52,59,22,196cm,90kg,GK,1,£120K,£851
Joe Hart,England , Celtic , Scotland Premiership (1),74,74,35,196cm,91kg,GK,2,£1.2M,£18.5K
Gustav Valsvik,Norway , Stromsgodset Toppfotball , Norway Eliteserien (1),68,69,29,196cm,91kg,CB,1,£1000K,£2K
Donovan Pines,United States , D.C. United , USA Major League Soccer (1),68,75,24,196cm,91kg,CB,1,£2M,£2.5K
Lukas Hrosso,Slovakia , Cracovia , Poland Ekstraklasa (1),65,65,35,196cm,91kg,GK,1,£210K,£1.3K
Pape Djibril Diaw,Senegal , Stade Lavallois MFC , France Ligue 2 (2),64,66,27,196cm,91kg,CB,1,£550K,£1.3K
Joshua Quarshie,Germany , TSG 1899 Hoffenheim , Germany 1. Bundesliga (1),60,77,18,196cm,91kg,CB,1,£200K,£1.2K
Fredrik Andersson,Sweden , Varbergs BoIS , Sweden Allsvenskan (1),63,63,33,196cm,91kg,GK,1,£230K,£600
Patric Pfeiffer,Germany , SV Darmstadt 98 , Germany 2. Bundesliga (2),74,79,23,196cm,91kg,CB,1,£5M,£13K
Helton Leite,Brazil , Antalyaspor , Turkey S√ºper Lig (1),76,76,31,196cm,92kg,GK,1,£4.6M,£17.5K
Mert Gunok,Turkey , Be_ikta_ , Turkey S√ºper Lig (1),74,74,33,196cm,92kg,GK,1,£2M,£26K
Bingourou Kamara,Senegal , Montpellier HSC , France Ligue 1 (1),70,75,25,196cm,92kg,GK,1,£1.7M,£7.9K
Gu Chao,China PR , Zhejiang Professional FC , China Super League (1),66,66,33,196cm,92kg,GK,1,£400K,£2.3K
Constantin Reiner,Austria , Piast Gliwice , Poland Ekstraklasa (1),66,68,25,196cm,92kg,"CB, RB",1,£850K,£2.5K
Elliott Moore,England , Oxford United , England League One (3),65,68,25,196cm,92kg,CB,1,£750K,£2.6K
Ollie Palmer,England , Wrexham , Rest of World,64,64,30,196cm,92kg,ST,1,£525K,£5.8K
Lucas Paes,Brazil , Casa Pia , Portugal Primeira Liga (1),62,68,24,196cm,92kg,GK,1,£450K,£700
Colin Doyle,Republic of Ireland , Bradford City , England League Two (4),59,59,37,196cm,92kg,GK,1,£20K,£1.4K
Ludovic Ajorque,France , 1. FSV Mainz 05 , Germany 1. Bundesliga (1),79,79,28,196cm,93kg,ST,2,£16M,£34K
Alcala,Spain , FC Cartagena , Spain Segunda Division (2),71,71,33,196cm,93kg,CB,1,£800K,£5K
Andreas Linde,Sweden , SpVgg Greuther Furth , Germany 2. Bundesliga (2),71,73,29,196cm,93kg,GK,1,£1.5M,£5.4K
Ryan Tafazolli,England , Wycombe Wanderers , England League One (3),69,69,30,196cm,93kg,CB,1,£1000K,£4.3K
Declan Gallagher,Scotland , St. Mirren , Scotland Premiership (1),66,66,31,196cm,93kg,CB,1,£525K,£2K
Nick DePuy,United States , Nashville SC , USA Major League Soccer (1),64,65,27,196cm,93kg,CB,1,£525K,£1.7K
Elliot Panicco,United States , Nashville SC , USA Major League Soccer (1),59,64,25,196cm,93kg,GK,1,£240K,£901
Eric Dick,United States , Minnesota United FC , USA Major League Soccer (1),58,60,27,196cm,93kg,GK,1,£170K,£950
Sebastian Coates,Uruguay , Sporting CP , Portugal Primeira Liga (1),82,82,31,196cm,94kg,CB,3,£18.5M,£17K
Mateo Pavlovic,Croatia , AS Saint-Etienne , France Ligue 2 (2),70,70,32,196cm,94kg,CB,1,£925K,£4.6K
Samuel Sahin-Radlinger,Austria , SV Ried , Austria Bundesliga (1),69,69,29,196cm,94kg,GK,1,£975K,£4.2K
Omar Gonzalez,United States , New England Revolution , USA Major League Soccer (1),64,64,33,196cm,94kg,CB,1,£250K,£1.7K
Kristoffer Ajer,Norway , Brentford , England Premier League (1),75,81,24,196cm,94kg,"CB, RB",1,£7.5M,£29.5K
Matthias Kobbing,Germany , 1. FC Koln , Germany 1. Bundesliga (1),56,60,25,196cm,94kg,GK,1,£140K,£2.6K
Peter Leeuwenburgh,Netherlands , FC Groningen , Holland Eredivisie (1),67,68,28,196cm,95kg,GK,1,£800K,£2.5K
Jean-David Beauguel,France , Al Wehda , Saudi Pro League (1),75,75,30,196cm,96kg,ST,1,£5M,£23.5K
Mirlind Kryeziu,Kosovo , FC Zurich , Switzerland Super League (1),67,69,25,196cm,96kg,CB,1,£1000K,£4.9K
Florian Ballas,Germany , Karlsruher SC , Germany 2. Bundesliga (2),66,66,29,196cm,96kg,CB,1,£650K,£4K
El Chadaille Bitshiabu,France , Paris Saint-Germain , France Ligue 1 (1),64,82,17,196cm,96kg,CB,1,£450K,£550
Luca Pfeiffer,Germany , VfB Stuttgart , Germany 1. Bundesliga (1),70,72,26,196cm,98kg,ST,1,£1.8M,£13K
Aston Oxborough,England , Motherwell , Scotland Premiership (1),58,65,24,196cm,98kg,GK,1,£325K,£750
Kylian Mbappe,France , Paris Saint-Germain , France Ligue 1 (1),91,95,23,182cm,75kg,"ST, LW",4,£171.5M,£200K
Emanuel Emegha,Netherlands , Sturm Graz , Austria Bundesliga (1),66,76,19,195cm,63kg,ST,1,£1.7M,£3.6K
Paul Digby,England , Cambridge United , England League One (3),66,66,27,195cm,70kg,CDM,1,£725K,£2.3K
Christian Walton,England , Ipswich Town , England League One (3),68,71,26,195cm,72kg,GK,1,£1.1M,£4K
Rob Dickie,England , Queens Park Rangers , England Championship (2),72,75,26,195cm,74kg,CB,1,£2.4M,£20K
Jarrad Branthwaite,England , PSV , Holland Eredivisie (1),70,84,20,195cm,74kg,CB,1,£3.2M,£5.6K
Nigel Lonwijk,Netherlands , Plymouth Argyle , England League One (3),65,76,19,195cm,74kg,CB,1,£1.3M,£1.5K
Awn Al Saluli,Saudi Arabia , Al Taawoun , Saudi Pro League (1),61,67,23,195cm,75kg,"CB, RB",1,£425K,£2.9K
Brayan Benitez,Colombia , Independiente Medellin , CONMEBOL Sudamericana,55,74,19,195cm,75kg,GK,1,£250K,£800
Matija Sarkic,Montenegro , Stoke City , England Championship (2),68,74,25,195cm,76kg,GK,1,£1.3M,£7.1K
Ryan Edwards,England , Dundee United , Scotland Premiership (1),67,67,28,195cm,76kg,CB,1,£800K,£2.5K
Luka Bogdan,Croatia , Ternana , Italy Serie B (2),65,67,26,195cm,76kg,CB,1,£700K,£1.2K
Joan Garcia,Spain , RCD Espanyol , Spain Primera Division (1),66,77,21,195cm,77kg,GK,1,£1.5M,£2.3K
Yassine Bounou,Morocco , Sevilla FC , Spain Primera Division (1),85,85,31,195cm,78kg,GK,1,£33M,£33.5K
Bozhidar Chorbadzhiyski,Bulgaria , Widzew Aodz , Poland Ekstraklasa (1),63,65,27,195cm,78kg,CB,1,£450K,£1.3K
Djibril Diani,France , SM Caen , France Ligue 2 (2),63,70,24,195cm,78kg,"CDM, CB",1,£800K,£1.3K
Lucas Lavallee,France , Paris Saint-Germain , France Ligue 1 (1),60,76,19,195cm,78kg,GK,1,£180K,£2.6K
Miika Koskela,Finland , Tromso IL , Norway Eliteserien (1),59,72,19,195cm,78kg,CB,1,£450K,£500
Jerome Opoku,England , Arouca , Portugal Primeira Liga (1),70,76,23,195cm,79kg,CB,1,£2.1M,£3.4K
Zinedine Ould Khaled,France , Angers SCO , France Ligue 1 (1),64,73,22,195cm,79kg,"CDM, CM",1,£1.1M,£3.7K
Rafal Adamski,Poland , ZagBbie Lubin , Poland Ekstraklasa (1),61,73,20,195cm,79kg,ST,1,£725K,£1.5K
Amir Richardson,France , Le Havre AC , France Ligue 2 (2),66,77,20,195cm,79kg,"CM, CDM",1,£1.7M,£1.7K
Jovon Makama,England , Lincoln City , England League One (3),52,67,18,195cm,79kg,ST,1,£170K,£700
Hans Vanaken,Belgium , Club Brugge , Belgium Pro League (1),80,80,30,195cm,80kg,"CM, CAM",1,£22M,£29K
Matej Rodin,Croatia , Oostende , Belgium Pro League (1),67,69,26,195cm,80kg,CB,1,£1000K,£3.7K
Miles Leaburn,England , Charlton Athletic , England League One (3),64,77,18,195cm,80kg,ST,1,£1.2M,£1.2K
Toni Fuidias,Spain , Girona FC , Spain Primera Division (1),64,74,21,195cm,80kg,GK,1,£1000K,£2.4K
Tomas Palacios,Argentina , Talleres de Cordoba , Argentina Primera Division (1),61,76,19,195cm,80kg,"CB, LB",1,£650K,£1.1K
Felix Irorere,Germany , Karlsruher SC , Germany 2. Bundesliga (2),60,69,20,195cm,80kg,CB,1,£450K,£1.5K
Mikkel Andersen,Denmark , Viborg FF , Denmark Superliga (1),63,63,33,195cm,80kg,GK,1,£230K,£1.7K
Wang Zhifeng,China PR , Changchun Yatai , China Super League (1),59,62,25,195cm,80kg,GK,1,£210K,£1.2K
Rohan Luthra,England , Cardiff City , England Championship (2),53,67,20,195cm,80kg,GK,1,£180K,£2.1K
Lara Sharma,India , Bengaluru FC , Indian Super League (1),53,62,22,195cm,80kg,GK,1,£160K,£1.6K
Alexander Dominguez,Ecuador , LDU Quito , CONMEBOL Sudamericana,71,71,35,195cm,81kg,GK,1,£550K,£6.3K
Lucas Lund,Denmark , Viborg FF , Denmark Superliga (1),67,74,22,195cm,81kg,GK,1,£1.6M,£2.3K
Will Norris,England , Peterborough United , England League One (3),65,65,29,195cm,81kg,GK,1,£500K,£2.6K
Billy Koumetio,France , Liverpool , England Premier League (1),63,77,19,195cm,81kg,CB,1,£975K,£7.1K
Raphael Schifferl,Austria , Wolfsberger AC , Austria Bundesliga (1),65,70,23,195cm,81kg,CB,1,£875K,£3.1K
Harrison Sawyer,Australia , Jamshedpur FC , Indian Super League (1),58,61,25,195cm,81kg,ST,1,£250K,£2.4K
Youri Schoonderwaldt,Netherlands , Sparta Rotterdam , Holland Eredivisie (1),61,70,22,195cm,82kg,GK,1,£575K,£1.1K
Tom Bloxham,England , Shrewsbury Town , England League One (3),61,77,18,195cm,82kg,ST,1,£300K,£801
Andreas Jungdal,Denmark , Altach , Austria Bundesliga (1),64,76,20,195cm,82kg,GK,1,£1.1M,£1.4K
Noel Tornqvist,Sweden , Mjallby AIF , Sweden Allsvenskan (1),57,69,20,195cm,82kg,GK,1,£300K,£500
Timo Schlieck,Germany , RB Leipzig , Germany 1. Bundesliga (1),57,77,16,195cm,82kg,GK,1,£350K,£500
David Kubatta,Germany , Viktoria Koln , Germany 3. Liga (3),54,68,18,195cm,82kg,CB,1,£210K,£500
Johan Kenneryd,Sweden , IFK Varnamo , Sweden Allsvenskan (1),53,70,18,195cm,82kg,CB,1,£80K,£500
Noah Eile,Sweden , Mjallby AIF , Sweden Allsvenskan (1),63,78,20,195cm,83kg,CB,1,£975K,£551
Adrian,Argentina , Deportivo Alaves , Spain Segunda Division (2),61,72,21,195cm,83kg,GK,1,£575K,£951
Razvan Sava,Romania , CFR Cluj , Romania Liga I (1),59,72,20,195cm,83kg,GK,1,£425K,£1.2K
Joe Hilton,England , Blackburn Rovers , England Championship (2),57,65,22,195cm,83kg,GK,1,£275K,£3.5K
Milan Borjan,Canada , NG - FA , Free Agents League,76,76,34,195cm,84kg,GK,1,£3.3M,£11.5K
Anel Ahmedhodzic,Bosnia Herzegovina , Sheffield United , England Championship (2),74,82,23,195cm,84kg,CB,1,£8M,£18K
Matias Cordova,Peru , Sporting Cristal , CONMEBOL Libertadores,62,73,20,195cm,84kg,GK,1,£675K,£1.6K
Frederik Alves,Denmark , Brondby IF , Denmark Superliga (1),62,70,22,195cm,84kg,CB,1,£750K,£2K
Tobias Lawal,Austria , LASK , Austria Bundesliga (1),63,70,22,195cm,84kg,GK,1,£750K,£3K
Maksym Taloverov,Ukraine , LASK , Austria Bundesliga (1),70,78,22,195cm,84kg,"CB, CDM",1,£3M,£10.5K
Dion Drena Beljo,Croatia , FC Augsburg , Germany 1. Bundesliga (1),71,80,20,195cm,84kg,ST,1,£3.7M,£12.5K
Sean Boyd,Republic of Ireland , Shelbourne , Rep. Ireland Premier Division (1),59,62,24,195cm,84kg,ST,1,£275K,£500
Joel Torrance,England , Salford City , England League Two (4),54,61,20,195cm,84kg,GK,1,£160K,£1.3K
Kamil Grabara,Poland , FC Kobenhavn , Denmark Superliga (1),74,79,23,195cm,85kg,GK,1,£4.6M,£11K
Julian Chabot,Germany , 1. FC Koln , Germany 1. Bundesliga (1),73,78,24,195cm,85kg,CB,1,£3.7M,£15K
Federico Fazio,Argentina , Salernitana , Italy Serie A (1),73,73,35,195cm,85kg,CB,3,£725K,£12.5K
Julian Quinones,Colombia , Deportes Tolima , CONMEBOL Libertadores,70,70,32,195cm,85kg,CB,1,£925K,£9.6K
Andre Moreira,Portugal , Grasshopper Club Zurich , Switzerland Super League (1),69,73,26,195cm,85kg,GK,1,£1.3M,£4.5K
Fraser Hornby,Scotland , Oostende , Belgium Pro League (1),68,75,22,195cm,85kg,ST,1,£2.2M,£4.5K
Michael Svoboda,Austria , Venezia , Italy Serie B (2),67,73,23,195cm,85kg,CB,1,£1.3M,£1.4K
Simone Perilli,Italy , Hellas Verona , Italy Serie A (1),67,69,27,195cm,85kg,GK,1,£850K,£5.8K
Ben Voll,Germany , Viktoria Koln , Germany 3. Liga (3),66,72,21,195cm,85kg,GK,1,£1000K,£951
Dan Happe,England , Leyton Orient , England League Two (4),64,67,23,195cm,85kg,CB,1,£650K,£2.8K
Jakob Odehnal,Austria , Altach , Austria Bundesliga (1),62,70,21,195cm,85kg,GK,1,£700K,£1.1K
Benjamin Leneis,Germany , FC Augsburg , Germany 1. Bundesliga (1),60,68,23,195cm,85kg,GK,1,£425K,£2.3K
Lucas Flores,Brazil , Rio Ave , Portugal Primeira Liga (1),60,68,20,195cm,85kg,GK,1,£425K,£701
Magnus Risgaard Jensen,Denmark , AC Horsens , Denmark Superliga (1),64,69,25,195cm,85kg,"CB, ST",1,£700K,£2.3K
Holmbert Aron Fridjonsson,Iceland , Holstein Kiel , Germany 2. Bundesliga (2),65,65,29,195cm,85kg,ST,1,£650K,£5.2K
Xavier Mbuyamba,Netherlands , FC Volendam , Holland Eredivisie (1),65,75,20,195cm,85kg,CB,1,£1.3M,£1.4K
Gianluca Scamacca,Italy , West Ham United , England Premier League (1),78,84,23,195cm,85kg,ST,2,£20M,£56K
Omar Jebali,Tunisia , Odense Boldklub , Denmark Superliga (1),57,66,22,195cm,85kg,CB,1,£300K,£1.6K
Yusuf Karagoz,Turkey , Alanyaspor , Turkey S√ºper Lig (1),58,67,22,195cm,85kg,GK,1,£350K,£1.8K
Tammy Abraham,England , Roma , Italy Serie A (1),81,85,24,195cm,86kg,ST,2,£33.5M,£64K
Alberto Dossena,Italy , Cagliari , Italy Serie B (2),68,76,23,195cm,86kg,CB,1,£2.3M,£1.6K
Kemal Ademi,Switzerland , SV Sandhausen , Germany 2. Bundesliga (2),67,68,26,195cm,86kg,ST,1,£1.1M,£3.1K
Sebastian Pino,Chile , Deportivo Alaves , Spain Segunda Division (2),61,76,19,195cm,86kg,CB,1,£650K,£951
Alan Costa,Brazil , Bengaluru FC , Indian Super League (1),64,64,31,195cm,86kg,CB,1,£350K,£3.9K
Luca Lezzerini,Italy , Brescia , Italy Serie B (2),68,71,27,195cm,86kg,GK,1,£1.1M,£1.5K
Adam Alimi-Adetoro,Republic of Ireland , Sheffield Wednesday , England League One (3),53,66,20,195cm,86kg,CB,1,£190K,£1.3K
Mark Flekken,Netherlands , SC Freiburg , Germany 1. Bundesliga (1),81,81,29,195cm,87kg,GK,1,£18M,£26.5K
William Cuesta,Colombia , Deportes Tolima , CONMEBOL Libertadores,70,71,29,195cm,87kg,GK,1,£1.2M,£8.2K
Julian Pollersbeck,Germany , FC Lorient , France Ligue 1 (1),70,73,28,195cm,87kg,GK,1,£1.4M,£7.5K
Henrich Ravas,Slovakia , Widzew Aodz , Poland Ekstraklasa (1),65,68,25,195cm,87kg,GK,1,£650K,£1.2K
Ondrej Kricfalusi,Czech Republic , Slavia Praha , Rest of World,63,77,18,195cm,87kg,CB,1,£950K,£1.3K
Dejan Iliev,FYR Macedonia , HJK Helsinki , Rest of World,62,65,27,195cm,87kg,GK,1,£350K,£2.8K
Thomas Isherwood,Sweden , SV Darmstadt 98 , Germany 2. Bundesliga (2),69,74,24,195cm,87kg,CB,1,£1.7M,£6.8K
Luis Guillen,Paraguay , General Caballero (JLM) , CONMEBOL Sudamericana,58,68,21,195cm,87kg,GK,1,£350K,£1.2K
Maciej Kowal,Poland , PogoD Szczecin , Poland Ekstraklasa (1),54,67,19,195cm,87kg,GK,1,£200K,£500
Xue Qinghao,China PR , Shanghai Shenhua , China Super League (1),48,56,21,195cm,87kg,GK,1,£80K,£800
Gregor Kobel,Switzerland , Borussia Dortmund , Germany 1. Bundesliga (1),86,89,24,195cm,88kg,GK,2,£65M,£46.5K
Emiliano Martinez,Argentina , Aston Villa , England Premier League (1),85,85,29,195cm,88kg,GK,3,£37.5M,£94K
Ersin Destanoglu,Turkey , Be_ikta_ , Turkey S√ºper Lig (1),74,79,21,195cm,88kg,GK,1,£4.7M,£17K
Przemyslaw Tyton,Poland , FC Twente , Holland Eredivisie (1),66,66,35,195cm,88kg,GK,1,£250K,£1.7K
Thorsten Kirschbaum,Germany , Jahn Regensburg , Germany 2. Bundesliga (2),66,66,35,195cm,88kg,GK,1,£250K,£1.8K
Mads Lauritsen,Denmark , Viborg FF , Denmark Superliga (1),65,65,29,195cm,88kg,CB,1,£550K,£2.7K
Etienne Kinkoue,France , Le Havre AC , France Ligue 2 (2),63,76,20,195cm,88kg,CB,1,£975K,£1K
Anssi Jaakkola,Finland , Bristol Rovers , England League One (3),60,60,35,195cm,88kg,GK,1,£70K,£801
Luca Wollschlager,Germany , Rot-Weiss Essen , Germany 3. Liga (3),61,77,19,195cm,88kg,ST,1,£325K,£701
Alexander Brunst,Germany , SV Darmstadt 98 , Germany 2. Bundesliga (2),65,67,27,195cm,88kg,GK,1,£575K,£3.5K
Tomislav Mrcela,Australia , Western Sydney Wanderers , Australia A-League (1),66,66,31,195cm,88kg,CB,1,£525K,£2.5K
Andre Duarte,Portugal , FC U Craiova 1948 , Romania Liga I (1),67,72,24,195cm,88kg,CB,1,£1.3M,£3.4K
Gerasimos Mitoglou,Greece , AEK , Rest of World,69,76,22,195cm,88kg,CB,1,£2.4M,£8.8K
Steven Vitoria,Canada , Chaves , Portugal Primeira Liga (1),71,71,35,195cm,88kg,CB,1,£450K,£5.2K
Ivica Ivusic,Croatia , NG - FA , Free Agents League,73,76,27,195cm,88kg,GK,1,£2.7M,£9.4K
Ivan Ordets,Ukraine , VfL Bochum , Germany 1. Bundesliga (1),74,74,30,195cm,88kg,CB,1,£3.1M,£17.5K
Isaac Walker,United States , Charlotte FC , USA Major League Soccer (1),53,63,22,195cm,88kg,GK,1,£160K,£701
Matthew Bozinovski,FYR Macedonia , Melbourne Victory , Australia A-League (1),54,61,21,195cm,88kg,CB,1,£180K,£900
Matteo Fiorenza,Italy , Torino , Italy Serie A (1),48,60,19,195cm,88kg,GK,1,£90K,£1.4K
Philipp Hofmann,Germany , VfL Bochum , Germany 1. Bundesliga (1),74,74,29,195cm,89kg,ST,1,£3.8M,£21.5K
